

New start of logging. Datetime: 2022.10.01_112457 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
2904;'10/01/2022 12:13:36;'061347011022;FIX;OK;68,1156998;43,10507;6889,7;59,84;116,1
2905;'10/01/2022 12:13:36;'061348011022;FIX;OK;68,1158676;43,10500;6896,5;53,73;124,1
2906;'10/01/2022 12:13:37;'061349011022;FIX;OK;68,1160202;43,10492;6904,1;53,86;127,2
2907;'10/01/2022 12:13:38;'061350011022;FIX;OK;68,1161728;43,10484;6911,6;56,13;126,6
2908;'10/01/2022 12:13:39;'061351011022;FIX;OK;68,1163177;43,10475;6918,4;56,08;132,2
2909;'10/01/2022 12:13:40;'061352011022;FIX;OK;68,1164474;43,10465;6923,3;56,10;137,4
2910;'10/01/2022 12:13:41;'061353011022;FIX;OK;68,1165848;43,10455;6926,7;56,47;130,8
2911;'10/01/2022 12:13:42;'061354011022;FIX;OK;68,1167297;43,10446;6929,9;56,78;127,9
2912;'10/01/2022 12:13:43;'061355011022;FIX;OK;68,1168823;43,10438;6934,9;56,84;127,7
2913;'10/01/2022 12:13:44;'061356011022;FIX;OK;68,1170425;43,10431;6941,3;56,78;117,5
2914;'10/01/2022 12:13:45;'061357011022;FIX;OK;68,1172333;43,10425;6946,5;57,17;111,4
2915;'10/01/2022 12:13:46;'061358011022;FIX;OK;68,1174240;43,10419;6952,2;59,49;113,9
2916;'10/01/2022 12:13:47;'061359011022;FIX;OK;68,1176147;43,10413;6957,9;63,65;115,1
2917;'10/01/2022 12:13:48;'061400011022;FIX;OK;68,1178207;43,10406;6963,5;65,51;112,8
2918;'10/01/2022 12:13:49;'061401011022;FIX;OK;68,1180191;43,10401;6968,6;64,58;113,7
2919;'10/01/2022 12:13:50;'061402011022;FIX;OK;68,1182098;43,10395;6972,0;65,67;109,8
2920;'10/01/2022 12:13:51;'061403011022;FIX;OK;68,1184082;43,10390;6976,0;60,00;110,3
2921;'10/01/2022 12:13:51;'061404011022;FIX;OK;68,1185913;43,10384;6981,4;63,08;115,1
2922;'10/01/2022 12:13:52;'061405011022;FIX;OK;68,1187668;43,10378;6988,2;61,78;115,9
2923;'10/01/2022 12:13:53;'061406011022;FIX;OK;68,1189499;43,10373;6995,8;61,00;108,9
2924;'10/01/2022 12:13:54;'061407011022;FIX;OK;68,1191559;43,10368;7002,4;60,73;104,4
2925;'10/01/2022 12:13:55;'061408011022;FIX;OK;68,1193619;43,10364;7007,3;63,32;104,4
2926;'10/01/2022 12:13:56;'061409011022;FIX;OK;68,1195679;43,10360;7011,2;62,67;105,9
2927;'10/01/2022 12:13:57;'061410011022;FIX;OK;68,1197739;43,10355;7016,2;60,54;111,5
2928;'10/01/2022 12:13:58;'061411011022;FIX;OK;68,1199646;43,10350;7023,1;60,25;112,6
2929;'10/01/2022 12:13:59;'061412011022;FIX;OK;68,1201630;43,10345;7029,8;61,62;110,6
2930;'10/01/2022 12:14:00;'061413011022;FIX;OK;68,1203613;43,10340;7036,9;60,13;109,5
2931;'10/01/2022 12:14:01;'061414011022;FIX;OK;68,1205597;43,10336;7043,5;60,08;106,9
2932;'10/01/2022 12:14:02;'061415011022;FIX;OK;68,1207581;43,10331;7048,7;60,06;105,8
2933;'10/01/2022 12:14:03;'061416011022;FIX;OK;68,1209564;43,10326;7053,1;60,26;112,4
2934;'10/01/2022 12:14:04;'061417011022;FIX;OK;68,1211624;43,10320;7057,0;60,41;116,3
2935;'10/01/2022 12:14:05;'061418011022;FIX;OK;68,1213760;43,10312;7062,7;71,30;117,1
2936;'10/01/2022 12:14:06;'061419011022;FIX;OK;68,1215744;43,10305;7068,0;65,04;121,3
2937;'10/01/2022 12:14:06;'061420011022;FIX;OK;68,1217499;43,10296;7075,0;56,41;125,9
2938;'10/01/2022 12:14:07;'061421011022;FIX;OK;68,1219025;43,10289;7068,5;56,36;129,6
2939;'10/01/2022 12:14:08;'061422011022;FIX;OK;68,1220474;43,10280;7073,2;57,71;132,4
2940;'10/01/2022 12:14:09;'061423011022;FIX;OK;68,1221848;43,10271;7070,5;56,65;132,2
2941;'10/01/2022 12:14:10;'061424011022;FIX;OK;68,1223373;43,10262;7074,7;53,99;126,4
2942;'10/01/2022 12:14:11;'061425011022;FIX;OK;68,1224899;43,10254;7079,6;56,91;125,9
2943;'10/01/2022 12:14:12;'061426011022;FIX;OK;68,1226501;43,10248;7084,7;55,82;118,1
2944;'10/01/2022 12:14:13;'061427011022;FIX;OK;68,1228104;43,10242;7091,6;55,39;111,8
2945;'10/01/2022 12:14:14;'061428011022;FIX;OK;68,1229782;43,10237;7098,7;54,23;121,1
2946;'10/01/2022 12:14:15;'061429011022;FIX;OK;68,1231232;43,10230;7095,2;49,10;125,6
2947;'10/01/2022 12:14:16;'061430011022;FIX;OK;68,1232758;43,10226;7101,5;46,13;110,1
2948;'10/01/2022 12:14:17;'061431011022;FIX;OK;68,1234207;43,10221;7107,6;46,23;116,3
2949;'10/01/2022 12:14:18;'061432011022;FIX;OK;68,1235580;43,10215;7114,2;50,00;128,0
2950;'10/01/2022 12:14:19;'061433011022;FIX;OK;68,1236954;43,10207;7121,6;50,49;126,1
2951;'10/01/2022 12:14:20;'061434011022;FIX;OK;68,1238403;43,10199;7119,8;48,76;129,2
2952;'10/01/2022 12:14:21;'061435011022;FIX;OK;68,1240005;43,10189;7126,2;66,47;133,9
2953;'10/01/2022 12:14:21;'061436011022;FIX;OK;68,1241760;43,10178;7132,8;69,25;128,6
2954;'10/01/2022 12:14:22;'061437011022;FIX;OK;68,1243744;43,10169;7140,5;71,67;121,5
2955;'10/01/2022 12:14:23;'061438011022;FIX;OK;68,1245728;43,10160;7148,1;67,51;123,8
2956;'10/01/2022 12:14:24;'061439011022;FIX;OK;68,1247482;43,10151;7156,9;61,89;128,5
2957;'10/01/2022 12:14:25;'061440011022;FIX;OK;68,1249084;43,10143;7166,8;54,54;121,2
2958;'10/01/2022 12:14:26;'061441011022;FIX;OK;68,1250610;43,10137;7176,8;50,84;118,7
2959;'10/01/2022 12:14:27;'061442011022;FIX;OK;68,1251907;43,10130;7184,6;44,11;127,3
2960;'10/01/2022 12:14:28;'061443011022;FIX;OK;68,1253128;43,10124;7179,2;44,10;130,1
2961;'10/01/2022 12:14:29;'061444011022;FIX;OK;68,1254425;43,10118;7185,3;46,99;120,0
2962;'10/01/2022 12:14:30;'061445011022;FIX;OK;68,1255798;43,10112;7191,5;46,54;121,7
2963;'10/01/2022 12:14:31;'061446011022;FIX;OK;68,1257248;43,10106;7188,6;53,60;125,1
2964;'10/01/2022 12:14:32;'061447011022;FIX;OK;68,1258774;43,10099;7195,1;55,75;121,7
2965;'10/01/2022 12:14:33;'061448011022;FIX;OK;68,1260300;43,10092;7201,9;52,13;125,7
2966;'10/01/2022 12:14:34;'061449011022;FIX;OK;68,1261597;43,10085;7199,9;53,28;134,7
2967;'10/01/2022 12:14:35;'061450011022;FIX;OK;68,1262970;43,10077;7206,0;54,89;125,3
2968;'10/01/2022 12:14:36;'061451011022;FIX;OK;68,1264420;43,10070;7213,3;51,87;120,9
2969;'10/01/2022 12:14:37;'061452011022;FIX;OK;68,1265717;43,10063;7212,1;51,97;135,2
2970;'10/01/2022 12:14:37;'061453011022;FIX;OK;68,1267090;43,10053;7218,3;52,39;135,5
2971;'10/01/2022 12:14:38;'061454011022;FIX;OK;68,1268539;43,10043;7225,7;52,80;132,2
2972;'10/01/2022 12:14:39;'061455011022;FIX;OK;68,1269913;43,10034;7233,5;57,13;136,3
2973;'10/01/2022 12:14:40;'061456011022;FIX;OK;68,1271439;43,10023;7232,1;67,73;136,1
2974;'10/01/2022 12:14:41;'061457011022;FIX;OK;68,1273193;43,10011;7238,2;74,41;130,2
2975;'10/01/2022 12:14:42;'061458011022;FIX;OK;68,1275101;43,10000;7244,6;72,93;126,8
2976;'10/01/2022 12:14:43;'061459011022;FIX;OK;68,1277161;43,09989;7250,5;72,38;123,9
2977;'10/01/2022 12:14:44;'061500011022;FIX;OK;68,1279221;43,09980;7256,4;71,39;119,5
2978;'10/01/2022 12:14:45;'061501011022;FIX;OK;68,1281281;43,09971;7262,9;69,51;121,5
2979;'10/01/2022 12:14:46;'061502011022;FIX;OK;68,1283340;43,09961;7269,3;73,06;126,2
2980;'10/01/2022 12:14:47;'061503011022;FIX;OK;68,1285400;43,09950;7275,9;75,99;124,8
2981;'10/01/2022 12:14:48;'061504011022;FIX;OK;68,1287537;43,09940;7281,7;74,01;124,7
2982;'10/01/2022 12:14:49;'061505011022;FIX;OK;68,1289520;43,09929;7286,8;73,02;127,8
2983;'10/01/2022 12:14:50;'061506011022;FIX;OK;68,1291504;43,09918;7292,7;72,43;125,9
2984;'10/01/2022 12:14:51;'061507011022;FIX;OK;68,1293564;43,09908;7299,3;71,58;121,6
2985;'10/01/2022 12:14:52;'061508011022;FIX;OK;68,1295700;43,09898;7306,1;72,69;120,3
2986;'10/01/2022 12:14:52;'061509011022;FIX;OK;68,1297836;43,09889;7312,2;73,62;119,6
2987;'10/01/2022 12:14:53;'061510011022;FIX;OK;68,1299973;43,09880;7317,8;70,75;118,0
2988;'10/01/2022 12:14:54;'061511011022;FIX;OK;68,1302032;43,09872;7323,9;68,04;120,0
2989;'10/01/2022 12:14:55;'061512011022;FIX;OK;68,1304092;43,09863;7331,2;72,10;123,9
2990;'10/01/2022 12:14:56;'061513011022;FIX;OK;68,1306152;43,09855;7338,9;67,75;118,0
2991;'10/01/2022 12:14:57;'061514011022;FIX;OK;68,1308212;43,09848;7346,1;64,99;112,0
2992;'10/01/2022 12:14:58;'061515011022;FIX;OK;68,1310196;43,09842;7352,5;63,43;113,7
2993;'10/01/2022 12:14:59;'061516011022;FIX;OK;68,1312180;43,09835;7357,3;60,10;114,9
2994;'10/01/2022 12:15:00;'061517011022;FIX;OK;68,1314011;43,09829;7361,4;59,54;115,9
2995;'10/01/2022 12:15:01;'061518011022;FIX;OK;68,1315842;43,09822;7366,7;63,04;117,2
2996;'10/01/2022 12:15:02;'061519011022;FIX;OK;68,1317749;43,09815;7373,4;64,02;118,5
2997;'10/01/2022 12:15:03;'061520011022;FIX;OK;68,1319580;43,09809;7380,0;59,02;114,3
2998;'10/01/2022 12:15:04;'061521011022;FIX;OK;68,1321411;43,09803;7385,3;60,78;112,1
2999;'10/01/2022 12:15:05;'061522011022;FIX;OK;68,1323090;43,09798;7389,0;54,86;113,9
3000;'10/01/2022 12:15:06;'061523011022;FIX;OK;68,1324768;43,09792;7392,6;56,00;118,2
3001;'10/01/2022 12:15:07;'061524011022;FIX;OK;68,1326447;43,09786;7396,2;55,41;119,4
3002;'10/01/2022 12:15:07;'061525011022;FIX;OK;68,1328201;43,09779;7402,4;59,21;118,5
3003;'10/01/2022 12:15:08;'061526011022;FIX;OK;68,1330032;43,09771;7409,1;57,06;121,2
3004;'10/01/2022 12:15:09;'061527011022;FIX;OK;68,1332016;43,09763;7415,9;65,36;118,5
3005;'10/01/2022 12:15:10;'061528011022;FIX;OK;68,1334000;43,09756;7423,6;65,32;115,0
3006;'10/01/2022 12:15:11;'061529011022;FIX;OK;68,1336060;43,09748;7431,3;69,34;120,6
3007;'10/01/2022 12:15:12;'061530011022;FIX;OK;68,1338043;43,09739;7440,3;71,04;125,7
3008;'10/01/2022 12:15:13;'061531011022;FIX;OK;68,1339951;43,09731;7448,3;61,34;118,0
3009;'10/01/2022 12:15:14;'061532011022;FIX;OK;68,1341782;43,09723;7459,1;65,15;118,8
3010;'10/01/2022 12:15:15;'061533011022;FIX;OK;68,1343613;43,09715;7468,3;61,86;124,6
3011;'10/01/2022 12:15:16;'061534011022;FIX;OK;68,1345215;43,09709;7474,7;51,37;119,5
3012;'10/01/2022 12:15:17;'061535011022;FIX;OK;68,1346817;43,09705;7467,3;56,10;108,2
3013;'10/01/2022 12:15:18;'061536011022;FIX;OK;68,1348572;43,09701;7464,4;56,93;111,6
3014;'10/01/2022 12:15:19;'061537011022;FIX;OK;68,1350327;43,09697;7467,4;53,02;113,1
3015;'10/01/2022 12:15:20;'061538011022;FIX;OK;68,1352081;43,09692;7472,5;58,56;109,9
3016;'10/01/2022 12:15:21;'061539011022;FIX;OK;68,1353912;43,09687;7479,1;58,91;113,8
3017;'10/01/2022 12:15:40;'061540011022;FIX;OK;68,1355438;43,09683;7474,5;49,54;118,3
3018;'10/01/2022 12:15:41;'061541011022;FIX;OK;68,1356964;43,09678;7480,2;50,36;114,5
3019;'10/01/2022 12:15:42;'061542011022;FIX;OK;68,1358490;43,09673;7478,5;52,76;118,5
3020;'10/01/2022 12:15:43;'061543011022;FIX;OK;68,1360092;43,09666;7482,7;54,89;122,4
3021;'10/01/2022 12:15:44;'061544011022;FIX;OK;68,1361694;43,09660;7487,0;56,76;117,9
3022;'10/01/2022 12:15:44;'061545011022;FIX;OK;68,1363525;43,09652;7492,4;63,62;116,9
3023;'10/01/2022 12:15:45;'061546011022;FIX;OK;68,1365433;43,09644;7497,7;68,10;123,5
3024;'10/01/2022 12:15:46;'061547011022;FIX;OK;68,1367416;43,09635;7502,8;70,43;121,7
3025;'10/01/2022 12:15:47;'061548011022;FIX;OK;68,1369553;43,09626;7507,1;72,77;115,4
3026;'10/01/2022 12:15:48;'061549011022;FIX;OK;68,1371689;43,09618;7511,6;71,67;121,5
3027;'10/01/2022 12:15:49;'061550011022;FIX;OK;68,1373672;43,09609;7516,1;63,51;123,0
3028;'10/01/2022 12:15:50;'061551011022;FIX;OK;68,1375504;43,09601;7520,3;58,49;114,8
3029;'10/01/2022 12:15:51;'061552011022;FIX;OK;68,1377258;43,09595;7525,3;57,56;116,1
3030;'10/01/2022 12:15:52;'061553011022;FIX;OK;68,1378937;43,09587;7531,5;60,43;124,5
3031;'10/01/2022 12:15:53;'061554011022;FIX;OK;68,1380768;43,09579;7537,4;60,88;115,8
3032;'10/01/2022 12:15:54;'061555011022;FIX;OK;68,1382675;43,09574;7543,5;60,12;108,1
3033;'10/01/2022 12:15:55;'061556011022;FIX;OK;68,1384583;43,09568;7550,0;62,78;118,3
3034;'10/01/2022 12:15:56;'061557011022;FIX;OK;68,1386490;43,09560;7555,9;64,47;114,8
3035;'10/01/2022 12:15:57;'061558011022;FIX;OK;68,1388474;43,09556;7560,7;59,80;103,8
3036;'10/01/2022 12:15:58;'061559011022;FIX;OK;68,1390457;43,09552;7565,3;59,78;106,7
3037;'10/01/2022 12:15:59;'061600011022;FIX;OK;68,1392441;43,09546;7568,7;61,17;116,3
3038;'10/01/2022 12:15:59;'061601011022;FIX;OK;68,1394501;43,09538;7572,6;61,25;116,2
3039;'10/01/2022 12:16:00;'061602011022;FIX;OK;68,1396484;43,09532;7578,9;65,38;117,7
3040;'10/01/2022 12:16:01;'061603011022;FIX;OK;68,1398544;43,09523;7585,4;72,65;125,2
3041;'10/01/2022 12:16:02;'061604011022;FIX;OK;68,1400604;43,09514;7592,2;73,21;121,0
3042;'10/01/2022 12:16:03;'061605011022;FIX;OK;68,1402817;43,09506;7599,6;70,71;113,0
3043;'10/01/2022 12:16:04;'061606011022;FIX;OK;68,1405106;43,09498;7606,0;75,38;114,8
3044;'10/01/2022 12:16:05;'061607011022;FIX;OK;68,1407547;43,09489;7611,9;81,62;117,9
3045;'10/01/2022 12:16:06;'061608011022;FIX;OK;68,1409912;43,09481;7616,1;75,88;114,2
3046;'10/01/2022 12:16:07;'061609011022;FIX;OK;68,1412277;43,09473;7620,6;78,06;114,7
3047;'10/01/2022 12:16:08;'061610011022;FIX;OK;68,1414566;43,09464;7625,3;79,56;124,4
3048;'10/01/2022 12:16:09;'061611011022;FIX;OK;68,1416702;43,09453;7630,2;73,51;122,3
3049;'10/01/2022 12:16:10;'061612011022;FIX;OK;68,1418762;43,09445;7638,0;66,82;117,6
3050;'10/01/2022 12:16:11;'061613011022;FIX;OK;68,1420670;43,09435;7645,5;69,82;127,1
3051;'10/01/2022 12:16:12;'061614011022;FIX;OK;68,1422653;43,09425;7653,3;77,49;129,8
3052;'10/01/2022 12:16:13;'061615011022;FIX;OK;68,1424789;43,09414;7661,3;74,39;119,9
3053;'10/01/2022 12:16:14;'061616011022;FIX;OK;68,1427078;43,09404;7668,8;79,43;118,7
3054;'10/01/2022 12:16:14;'061617011022;FIX;OK;68,1429367;43,09393;7673,4;84,01;126,0
3055;'10/01/2022 12:16:15;'061618011022;FIX;OK;68,1431580;43,09383;7678,6;77,40;122,2
3056;'10/01/2022 12:16:16;'061619011022;FIX;OK;68,1433868;43,09373;7685,8;73,95;115,5
3057;'10/01/2022 12:16:17;'061620011022;FIX;OK;68,1436157;43,09364;7692,3;81,56;119,8
3058;'10/01/2022 12:16:18;'061621011022;FIX;OK;68,1438599;43,09355;7697,5;85,12;118,3
3059;'10/01/2022 12:16:19;'061622011022;FIX;OK;68,1441040;43,09347;7703,6;73,43;111,0
3060;'10/01/2022 12:16:20;'061623011022;FIX;OK;68,1443329;43,09340;7710,2;73,38;114,5
3061;'10/01/2022 12:16:21;'061624011022;FIX;OK;68,1445618;43,09333;7716,7;78,28;115,0
3062;'10/01/2022 12:16:22;'061625011022;FIX;OK;68,1447906;43,09326;7723,4;70,45;109,1
3063;'10/01/2022 12:16:23;'061626011022;FIX;OK;68,1450043;43,09321;7727,6;63,41;108,3
3064;'10/01/2022 12:16:24;'061627011022;FIX;OK;68,1452179;43,09315;7732,0;67,95;112,3
3065;'10/01/2022 12:16:25;'061628011022;FIX;OK;68,1454163;43,09309;7736,7;64,10;114,8
3066;'10/01/2022 12:16:26;'061629011022;FIX;OK;68,1456146;43,09301;7745,5;67,78;121,2
3067;'10/01/2022 12:16:27;'061630011022;FIX;OK;68,1458206;43,09291;7755,0;75,62;126,0
3068;'10/01/2022 12:16:28;'061631011022;FIX;OK;68,1460190;43,09280;7763,9;78,75;129,5
3069;'10/01/2022 12:16:29;'061632011022;FIX;OK;68,1462021;43,09269;7770,9;65,49;130,2
3070;'10/01/2022 12:16:29;'061633011022;FIX;OK;68,1463699;43,09257;7779,2;73,93;137,4
3071;'10/01/2022 12:16:30;'061634011022;FIX;OK;68,1465530;43,09243;7784,9;82,91;134,1
3072;'10/01/2022 12:16:31;'061635011022;FIX;OK;68,1467438;43,09231;7786,7;75,62;129,4
3073;'10/01/2022 12:16:32;'061636011022;FIX;OK;68,1469345;43,09220;7789,4;70,49;131,9
3074;'10/01/2022 12:16:33;'061637011022;FIX;OK;68,1471100;43,09209;7793,5;73,58;131,3
3075;'10/01/2022 12:16:34;'061638011022;FIX;OK;68,1473007;43,09198;7797,9;71,41;124,8
3076;'10/01/2022 12:16:35;'061639011022;FIX;OK;68,1474991;43,09189;7804,4;69,17;120,3
3077;'10/01/2022 12:16:36;'061640011022;FIX;OK;68,1477127;43,09180;7810,3;78,14;121,0
3078;'10/01/2022 12:16:37;'061641011022;FIX;OK;68,1479492;43,09170;7814,3;83,97;119,6
3079;'10/01/2022 12:16:38;'061642011022;FIX;OK;68,1481857;43,09161;7817,5;77,99;115,8
3080;'10/01/2022 12:16:39;'061643011022;FIX;OK;68,1484222;43,09152;7820,2;77,34;117,1
3081;'10/01/2022 12:16:40;'061644011022;FIX;OK;68,1486664;43,09142;7822,6;83,51;120,7
3082;'10/01/2022 12:16:41;'061645011022;FIX;OK;68,1489029;43,09132;7825,5;78,21;118,8
3083;'10/01/2022 12:16:42;'061646011022;FIX;OK;68,1491318;43,09123;7829,2;75,80;118,4
3084;'10/01/2022 12:16:43;'061647011022;FIX;OK;68,1493683;43,09114;7833,5;84,28;120,9
3085;'10/01/2022 12:16:44;'061648011022;FIX;OK;68,1496048;43,09105;7839,6;78,69;118,6
3086;'10/01/2022 12:16:44;'061649011022;FIX;OK;68,1498260;43,09096;7846,5;67,58;116,5
3087;'10/01/2022 12:16:45;'061650011022;FIX;OK;68,1500397;43,09088;7853,6;72,06;118,9
3088;'10/01/2022 12:16:46;'061651011022;FIX;OK;68,1502533;43,09080;7859,8;74,02;118,3
3089;'10/01/2022 12:16:47;'061652011022;FIX;OK;68,1504517;43,09072;7855,2;64,06;114,1
3090;'10/01/2022 12:16:48;'061653011022;FIX;OK;68,1506500;43,09066;7860,3;59,25;113,6
3091;'10/01/2022 12:16:49;'061654011022;FIX;OK;68,1508484;43,09060;7865,2;68,19;114,1
3092;'10/01/2022 12:16:50;'061655011022;FIX;OK;68,1510620;43,09053;7869,3;67,15;113,4
3093;'10/01/2022 12:16:51;'061656011022;FIX;OK;68,1512604;43,09047;7874,2;62,86;115,5
3094;'10/01/2022 12:16:52;'061657011022;FIX;OK;68,1514664;43,09039;7881,3;71,58;117,2
3095;'10/01/2022 12:16:53;'061658011022;FIX;OK;68,1516876;43,09030;7888,5;76,23;118,3
3096;'10/01/2022 12:16:54;'061659011022;FIX;OK;68,1519012;43,09021;7896,4;69,26;121,0
3097;'10/01/2022 12:16:55;'061700011022;FIX;OK;68,1521072;43,09013;7905,7;72,51;118,6
3098;'10/01/2022 12:16:56;'061701011022;FIX;OK;68,1523514;43,09003;7913,2;84,08;114,9
3099;'10/01/2022 12:16:57;'061702011022;FIX;OK;68,1526108;43,08995;7919,1;86,04;112,1
3100;'10/01/2022 12:16:58;'061703011022;FIX;OK;68,1528702;43,08987;7923,8;82,54;116,2
3101;'10/01/2022 12:16:59;'061704011022;FIX;OK;68,1531143;43,08978;7928,7;80,10;120,1
3102;'10/01/2022 12:16:59;'061705011022;FIX;OK;68,1533585;43,08968;7934,3;77,65;117,4
3103;'10/01/2022 12:17:00;'061706011022;FIX;OK;68,1536102;43,08959;7940,3;80,64;117,3
3104;'10/01/2022 12:17:01;'061707011022;FIX;OK;68,1538544;43,08949;7945,4;85,43;121,1
3105;'10/01/2022 12:17:02;'061708011022;FIX;OK;68,1541061;43,08937;7950,1;86,80;121,3
3106;'10/01/2022 12:17:03;'061709011022;FIX;OK;68,1543503;43,08928;7956,0;78,80;117,2
3107;'10/01/2022 12:17:04;'061710011022;FIX;OK;68,1546097;43,08918;7950,9;81,69;116,7
3108;'10/01/2022 12:17:05;'061711011022;FIX;OK;68,1548691;43,08908;7956,2;88,64;118,5
3109;'10/01/2022 12:17:06;'061712011022;FIX;OK;68,1551361;43,08898;7962,1;87,16;114,9
3110;'10/01/2022 12:17:07;'061713011022;FIX;OK;68,1554031;43,08889;7966,8;85,04;112,8
3111;'10/01/2022 12:17:08;'061714011022;FIX;OK;68,1556778;43,08881;7970,8;86,40;114,8
3112;'10/01/2022 12:17:09;'061715011022;FIX;OK;68,1559448;43,08872;7974,3;86,32;115,3
3113;'10/01/2022 12:17:10;'061716011022;FIX;OK;68,1562042;43,08863;7977,2;80,80;112,4
3114;'10/01/2022 12:17:11;'061717011022;FIX;OK;68,1564636;43,08855;7979,9;82,75;115,0
3115;'10/01/2022 12:17:12;'061718011022;FIX;OK;68,1567154;43,08846;7983,7;83,62;119,7
3116;'10/01/2022 12:17:13;'061719011022;FIX;OK;68,1569519;43,08837;7982,3;82,25;115,5
3117;'10/01/2022 12:17:14;'061720011022;FIX;OK;68,1572037;43,08829;7986,2;81,54;110,3
3118;'10/01/2022 12:17:14;'061721011022;FIX;OK;68,1574631;43,08821;7991,2;81,58;112,7
3119;'10/01/2022 12:17:15;'061722011022;FIX;OK;68,1577225;43,08813;7990,1;84,17;111,8
3120;'10/01/2022 12:17:16;'061723011022;FIX;OK;68,1579895;43,08806;7990,1;82,49;110,6
3121;'10/01/2022 12:17:17;'061724011022;FIX;OK;68,1582413;43,08799;7992,2;80,43;113,0
3122;'10/01/2022 12:17:18;'061725011022;FIX;OK;68,1584930;43,08789;7994,5;81,95;117,5
3123;'10/01/2022 12:17:19;'061726011022;FIX;OK;68,1587448;43,08780;7997,8;83,03;117,1
3124;'10/01/2022 12:17:20;'061727011022;FIX;OK;68,1589966;43,08770;8000,4;83,10;119,3
3125;'10/01/2022 12:17:21;'061728011022;FIX;OK;68,1592407;43,08759;8000,6;84,30;120,0
3126;'10/01/2022 12:17:22;'061729011022;FIX;OK;68,1595001;43,08749;8002,4;83,97;116,7
3127;'10/01/2022 12:17:23;'061730011022;FIX;OK;68,1597519;43,08741;8004,1;84,47;114,6
3128;'10/01/2022 12:17:24;'061731011022;FIX;OK;68,1599960;43,08732;8005,7;84,30;115,8
3129;'10/01/2022 12:17:25;'061732011022;FIX;OK;68,1602325;43,08723;8007,7;77,93;116,1
3130;'10/01/2022 12:17:26;'061733011022;FIX;OK;68,1604767;43,08715;8009,8;79,82;112,9
3131;'10/01/2022 12:17:27;'061734011022;FIX;OK;68,1607361;43,08706;8015,7;77,60;116,4
3132;'10/01/2022 12:17:28;'061735011022;FIX;OK;68,1609726;43,08697;8018,2;77,54;117,6
3133;'10/01/2022 12:17:29;'061736011022;FIX;OK;68,1612091;43,08688;8020,5;76,49;115,9
3134;'10/01/2022 12:17:29;'061737011022;FIX;OK;68,1614151;43,08682;8025,1;67,23;118,0
3135;'10/01/2022 12:17:30;'061738011022;FIX;OK;68,1616211;43,08674;8026,2;69,17;118,0
3136;'10/01/2022 12:17:31;'061739011022;FIX;OK;68,1618347;43,08666;8028,7;71,15;116,7
3137;'10/01/2022 12:17:32;'061740011022;FIX;OK;68,1620407;43,08658;8031,8;66,51;118,1
3138;'10/01/2022 12:17:33;'061741011022;FIX;OK;68,1622391;43,08650;8034,8;69,60;118,4
3139;'10/01/2022 12:17:34;'061742011022;FIX;OK;68,1624832;43,08640;8043,5;77,02;112,3
3140;'10/01/2022 12:17:35;'061743011022;FIX;OK;68,1627121;43,08634;8048,9;69,04;112,3
3141;'10/01/2022 12:17:36;'061744011022;FIX;OK;68,1629028;43,08627;8055,1;65,21;118,9
3142;'10/01/2022 12:17:37;'061745011022;FIX;OK;68,1631012;43,08621;8057,3;66,06;113,2
3143;'10/01/2022 12:17:38;'061746011022;FIX;OK;68,1632919;43,08615;8061,2;63,69;112,8
3144;'10/01/2022 12:17:39;'061747011022;FIX;OK;68,1634903;43,08609;8064,0;63,78;116,3
3145;'10/01/2022 12:17:40;'061748011022;FIX;OK;68,1636887;43,08600;8066,7;66,34;119,5
3146;'10/01/2022 12:17:41;'061749011022;FIX;OK;68,1638718;43,08594;8073,5;66,65;117,0
3147;'10/01/2022 12:17:42;'061750011022;FIX;OK;68,1640778;43,08586;8078,3;67,86;116,6
3148;'10/01/2022 12:17:43;'061751011022;FIX;OK;68,1642914;43,08579;8079,4;70,43;115,5
3149;'10/01/2022 12:17:44;'061752011022;FIX;OK;68,1645126;43,08571;8082,9;72,73;114,2
3150;'10/01/2022 12:17:44;'061753011022;FIX;OK;68,1647415;43,08563;8083,6;76,01;115,6
3151;'10/01/2022 12:17:45;'061754011022;FIX;OK;68,1649857;43,08554;8085,9;81,21;115,2
3152;'10/01/2022 12:17:46;'061755011022;FIX;OK;68,1652374;43,08546;8088,2;81,17;115,8
3153;'10/01/2022 12:17:47;'061756011022;FIX;OK;68,1654739;43,08538;8090,0;82,10;114,4
3154;'10/01/2022 12:17:48;'061757011022;FIX;OK;68,1657104;43,08530;8091,4;76,51;115,8
3155;'10/01/2022 12:17:49;'061758011022;FIX;OK;68,1659317;43,08522;8093,0;73,82;115,0
3156;'10/01/2022 12:17:50;'061759011022;FIX;OK;68,1661377;43,08514;8096,0;74,27;112,3
3157;'10/01/2022 12:17:51;'061800011022;FIX;OK;68,1663818;43,08506;8098,8;84,32;114,5
3158;'10/01/2022 12:17:52;'061801011022;FIX;OK;68,1666260;43,08497;8100,7;79,54;115,3
3159;'10/01/2022 12:17:53;'061802011022;FIX;OK;68,1668549;43,08489;8103,9;74,25;118,8
3160;'10/01/2022 12:17:54;'061803011022;FIX;OK;68,1670761;43,08479;8112,1;79,19;122,4
