

New start of logging. Datetime: 2022.10.01_112457 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'10/01/2022 12:09:48;-13,9;34;493,3;644,1;-19,0;75,2;4,4;908,8;4480,0;39480,0;-7140,0;2,3;4,1;-100,0;4,00;0,01
'10/01/2022 12:09:49;-13,9;34;492,9;644,0;-19,0;33,1;4,9;946,2;-2870,0;-21700,0;-10010,0;2,3;4,1;-100,0;4,00;0,01
'10/01/2022 12:09:50;-13,9;34;492,7;643,9;-19,1;38,4;-3,0;987,3;20930,0;-10850,0;-8330,0;2,3;4,1;-100,0;4,00;0,00
'10/01/2022 12:09:51;-13,9;34;492,5;643,9;-19,1;72,7;-7,9;976,4;-18410,0;21210,0;-840,0;2,2;4,1;-100,0;4,00;0,01
'10/01/2022 12:09:52;-13,9;34;492,2;643,9;-19,1;35,1;-16,7;1038,3;-770,0;-26740,0;-6440,0;2,2;4,1;-100,0;4,00;0,01
'10/01/2022 12:09:53;-13,9;34;492,0;643,6;-19,3;84,0;-24,7;1081,5;7210,0;32480,0;-70,0;2,2;4,1;-100,0;4,00;0,00
'10/01/2022 12:09:54;-13,9;34;491,7;643,8;-19,2;67,2;-27,2;1136,4;-7910,0;-15260,0;10430,0;2,2;4,1;-100,0;4,00;0,01
'10/01/2022 12:09:55;-13,9;34;491,2;644,0;-19,1;49,1;-30,4;1091,2;32830,0;-20790,0;5880,0;2,2;4,1;-100,0;4,00;0,01
'10/01/2022 12:09:56;-14,0;33;490,8;643,3;-19,5;76,6;-32,7;1073,5;-14840,0;25270,0;13300,0;2,2;4,1;-100,0;3,98;0,01
'10/01/2022 12:09:57;-14,0;33;490,4;643,6;-19,4;61,7;-23,7;1032,2;-26600,0;-5250,0;12670,0;2,2;5,1;-100,0;4,00;0,01
'10/01/2022 12:09:57;-14,0;33;489,8;643,7;-19,3;32,9;-12,4;934,0;-10220,0;-21630,0;-1330,0;2,2;5,1;-100,0;4,00;0,01
'10/01/2022 12:09:58;-14,1;33;489,5;643,7;-19,4;68,1;-1,3;970,8;18690,0;30170,0;-15470,0;2,1;5,1;-100,0;4,00;0,01
'10/01/2022 12:09:59;-14,1;33;489,2;643,7;-19,4;62,4;-6,0;1014,1;-770,0;2730,0;-8890,0;2,0;5,1;-100,0;4,00;0,01
'10/01/2022 12:10:00;-14,1;33;488,9;643,8;-19,3;27,6;-8,2;989,6;-7910,0;-41300,0;-7280,0;2,1;5,1;-100,0;4,00;0,01
'10/01/2022 12:10:01;-14,2;33;488,6;643,7;-19,4;66,1;-1,0;1020,3;-16730,0;31780,0;-3290,0;2,1;5,1;-100,0;4,00;0,01
'10/01/2022 12:10:02;-14,2;33;488,6;643,7;-19,4;66,1;-1,0;1020,3;-16730,0;31780,0;-3290,0;2,0;5,0;-100,0;4,00;0,01
'10/01/2022 12:10:03;-14,2;33;488,3;643,7;-19,4;61,8;-2,8;1007,1;-3290,0;18900,0;-1680,0;1,9;5,0;-100,0;4,00;0,01
'10/01/2022 12:10:04;-14,2;32;487,9;643,7;-19,4;32,3;-10,4;1041,1;18760,0;-28280,0;-5390,0;2,0;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:05;-14,2;32;487,7;643,7;-19,4;56,8;-16,6;1008,9;6020,0;7980,0;-2100,0;2,0;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:06;-14,2;32;487,3;643,4;-19,7;42,0;-23,9;993,6;-6230,0;-4620,0;6090,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:07;-14,3;32;487,0;643,1;-19,8;42,3;-28,9;960,1;-7980,0;-1330,0;5670,0;2,0;5,1;-100,0;3,99;0,01
'10/01/2022 12:10:08;-14,3;32;486,7;643,2;-19,9;61,4;-32,8;1012,7;3220,0;5460,0;4270,0;2,0;5,1;-100,0;3,99;0,00
'10/01/2022 12:10:09;-14,5;32;486,4;643,2;-20,0;65,1;-39,7;1101,2;18270,0;-12180,0;-2030,0;1,9;5,1;-100,0;3,99;0,01
'10/01/2022 12:10:10;-14,5;31;485,9;643,7;-19,5;54,6;-34,4;1103,6;-12600,0;-8890,0;14000,0;1,9;5,0;-100,0;3,98;0,01
'10/01/2022 12:10:11;-14,4;31;484,4;643,4;-19,8;74,3;-25,1;1073,0;-10080,0;31430,0;3360,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:12;-14,4;31;485,1;643,5;-19,6;48,1;-19,6;1028,8;7000,0;-14490,0;-3290,0;1,8;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:12;-14,2;31;484,6;643,9;-19,4;22,7;-14,9;997,0;-14490,0;-30450,0;980,0;1,8;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:13;-14,4;31;485,2;643,5;-19,7;53,6;-8,4;1051,0;11410,0;34650,0;-9590,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:14;-14,4;30;483,6;643,5;-19,6;68,4;-2,2;1003,5;-280,0;34370,0;-8610,0;1,9;5,0;-100,0;4,05;0,01
'10/01/2022 12:10:15;-14,4;30;483,3;643,6;-19,5;3,2;-0,9;870,0;-2030,0;-46270,0;-9310,0;1,9;5,0;-100,0;4,05;0,00
'10/01/2022 12:10:16;-14,4;30;483,3;643,6;-19,5;3,2;-0,9;870,0;-2030,0;-46270,0;-9310,0;1,9;5,0;-100,0;4,05;0,00
'10/01/2022 12:10:17;-14,4;30;483,3;643,6;-19,5;3,2;-0,9;870,0;-2030,0;-46270,0;-9310,0;1,9;5,0;-100,0;4,05;0,00
'10/01/2022 12:10:18;-14,4;30;483,3;643,6;-19,5;3,2;-0,9;870,0;-2030,0;-46270,0;-9310,0;1,9;5,0;-100,0;4,05;0,00
'10/01/2022 12:10:19;-14,5;29;483,4;643,2;-19,9;44,1;-34,3;1082,1;17710,0;-21070,0;140,0;2,0;5,0;-100,0;3,98;0,01
'10/01/2022 12:10:20;-14,6;29;481,6;643,0;-20,1;40,7;-30,0;977,4;-30590,0;-8540,0;12180,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:21;-14,7;29;481,3;643,1;-20,1;54,0;-24,5;988,4;1400,0;24640,0;-3430,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:40;-14,7;29;480,9;643,1;-20,1;38,9;-25,1;951,2;21350,0;3850,0;-3850,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:41;-14,8;28;480,7;643,0;-20,2;40,1;-21,5;933,6;-2240,0;-6300,0;-840,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:42;-14,8;28;480,4;643,1;-20,1;49,2;-23,1;1048,0;-15190,0;9310,0;630,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:43;-14,8;28;480,4;643,1;-20,1;49,2;-23,1;1048,0;-15190,0;9310,0;630,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:44;-14,8;28;480,4;643,1;-20,1;49,2;-23,1;1048,0;-15190,0;9310,0;630,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:44;-14,8;28;480,4;643,1;-20,1;49,2;-23,1;1048,0;-15190,0;9310,0;630,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:45;-14,8;28;480,4;643,1;-20,1;49,2;-23,1;1048,0;-15190,0;9310,0;630,0;1,9;5,0;-100,0;3,99;0,01
'10/01/2022 12:10:46;-15,0;27;480,1;643,0;-20,2;39,5;-2,6;957,6;-13860,0;8750,0;-1960,0;1,9;4,0;-100,0;3,99;0,01
'10/01/2022 12:10:47;-15,0;27;478,1;643,0;-20,3;38,2;-6,6;1006,1;16590,0;-3780,0;-5460,0;2,4;4,2;-100,0;4,06;0,01
'10/01/2022 12:10:48;-15,0;27;477,8;643,0;-20,3;43,1;-15,1;1035,1;4970,0;-9380,0;-6090,0;2,6;4,2;-100,0;4,06;0,00
'10/01/2022 12:10:49;-15,0;27;477,8;643,0;-20,3;43,1;-15,1;1035,1;4970,0;-9380,0;-6090,0;2,6;4,3;-100,0;4,06;0,01
'10/01/2022 12:10:50;-15,0;26;477,5;643,3;-19,9;40,6;-18,2;1012,0;-9170,0;-4970,0;4550,0;2,5;4,3;-100,0;4,06;0,01
'10/01/2022 12:10:51;-14,9;26;476,1;643,1;-20,1;39,6;-16,9;981,1;-10920,0;4970,0;3080,0;2,5;4,2;-100,0;4,06;0,01
'10/01/2022 12:10:52;-15,0;26;476,8;643,0;-20,3;47,2;-17,9;992,0;-3710,0;7700,0;70,0;2,5;4,2;-100,0;4,06;0,01
'10/01/2022 12:10:53;-15,0;26;476,6;642,9;-20,3;43,8;-23,9;1069,3;8050,0;-4900,0;-2100,0;2,5;4,2;-100,0;4,00;0,01
'10/01/2022 12:10:54;-15,0;26;476,2;643,0;-20,3;63,4;-29,5;1092,4;12250,0;13720,0;3430,0;2,5;4,1;-100,0;3,99;0,01
'10/01/2022 12:10:55;-15,0;25;475,9;643,1;-20,2;55,5;-25,6;1060,4;-16170,0;-3570,0;15820,0;2,5;4,2;-100,0;3,99;0,01
'10/01/2022 12:10:56;-15,0;25;475,3;643,1;-20,2;37,4;-24,2;999,2;4620,0;-16800,0;8610,0;2,5;4,2;-100,0;3,99;0,01
'10/01/2022 12:10:57;-15,1;25;474,9;642,9;-20,5;30,0;-19,7;916,3;7770,0;210,0;2730,0;2,5;4,2;-100,0;3,99;0,01
'10/01/2022 12:10:58;-15,2;25;474,5;642,9;-20,4;54,5;-5,5;915,2;-11340,0;31850,0;-1960,0;2,4;4,1;-100,0;3,98;0,01
'10/01/2022 12:10:59;-15,2;24;474,2;642,9;-20,4;32,0;-5,4;1002,4;10360,0;-23940,0;-9730,0;2,5;4,1;-100,0;3,99;0,01
'10/01/2022 12:11:00;-15,1;24;473,9;643,0;-20,3;33,4;-7,2;998,9;910,0;-14280,0;-7560,0;2,5;4,2;-100,0;3,99;0,01
'10/01/2022 12:11:00;-15,1;24;473,6;643,0;-20,2;58,7;-2,8;971,9;-14000,0;20510,0;-3500,0;2,5;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:01;-15,1;24;473,4;643,0;-20,3;52,3;-5,3;999,1;10920,0;6930,0;-9380,0;2,4;4,1;-100,0;3,98;0,00
'10/01/2022 12:11:02;-15,1;24;473,1;643,0;-20,3;44,4;-9,0;972,6;14560,0;-8190,0;-9380,0;2,5;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:03;-15,1;23;472,9;643,0;-20,4;37,2;-12,5;1000,7;-2520,0;-21910,0;-6160,0;2,4;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:04;-15,2;23;472,6;642,9;-20,5;51,4;-18,3;1096,8;-4480,0;3920,0;-1610,0;2,4;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:05;-15,2;23;472,4;643,0;-20,4;65,2;-21,1;1112,5;-15400,0;20230,0;6790,0;2,6;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:06;-15,1;23;472,0;643,1;-20,2;46,1;-26,6;1108,3;22680,0;-3780,0;-1960,0;2,6;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:07;-15,0;23;471,4;643,1;-20,2;59,4;-22,8;1076,3;6720,0;-2730,0;8050,0;2,6;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:08;-15,0;23;471,0;643,4;-20,0;52,1;-20,4;994,6;-21350,0;-18760,0;16380,0;2,5;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:09;-14,8;23;469,7;643,3;-20,0;51,3;-8,1;963,1;2240,0;7000,0;-5600,0;2,5;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:10;-15,0;22;470,2;643,2;-20,2;52,8;2,9;949,2;12110,0;13860,0;-9310,0;2,5;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:11;-15,1;22;469,8;643,2;-20,2;40,1;1,5;940,6;-12740,0;-11200,0;-8190,0;2,5;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:12;-15,2;22;469,6;643,0;-20,4;44,9;-5,2;975,0;-980,0;4060,0;-2940,0;2,5;4,1;-100,0;3,98;0,00
'10/01/2022 12:11:13;-15,1;22;469,4;642,9;-20,4;47,7;-11,3;975,8;-18410,0;6720,0;2870,0;2,5;4,1;-100,0;3,98;0,01
'10/01/2022 12:11:14;-15,2;22;469,2;642,8;-20,5;35,1;-22,8;1021,9;3710,0;-10360,0;-420,0;2,5;4,0;-100,0;3,98;0,01
'10/01/2022 12:11:15;-15,2;21;468,9;642,5;-20,8;58,0;-30,3;998,0;12530,0;14070,0;1890,0;2,1;3,9;-100,0;3,98;0,01
'10/01/2022 12:11:16;-15,3;21;468,5;642,5;-20,9;55,4;-31,0;980,2;3290,0;-2800,0;2030,0;1,9;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:16;-15,4;21;468,3;642,6;-20,8;56,6;-26,5;947,7;-7490,0;630,0;2520,0;1,9;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:17;-15,3;21;468,1;642,8;-20,6;50,0;-21,1;958,3;-12040,0;-12110,0;-1120,0;1,9;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:18;-15,3;21;467,8;642,7;-20,6;56,8;-17,9;1053,3;1400,0;5810,0;-5880,0;1,8;3,7;-100,0;3,98;0,01
'10/01/2022 12:11:19;-15,3;21;467,6;642,8;-20,5;70,5;-17,6;1111,0;-4130,0;22750,0;-1540,0;1,8;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:20;-15,3;21;467,2;642,9;-20,5;52,7;-21,0;1103,3;8120,0;-3010,0;-1260,0;1,9;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:21;-15,2;20;466,8;642,9;-20,4;48,9;-26,1;1052,9;-4760,0;-9170,0;10640,0;1,9;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:22;-15,3;20;466,3;642,8;-20,5;23,5;-24,5;948,4;840,0;-21070,0;12810,0;1,9;3,8;-100,0;3,98;0,00
'10/01/2022 12:11:23;-15,4;20;466,0;642,5;-20,9;37,0;-25,4;889,4;2100,0;19180,0;9380,0;1,8;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:24;-15,5;20;465,7;642,2;-20,9;28,3;-28,1;904,9;840,0;-4410,0;1610,0;1,8;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:25;-15,5;20;465,5;642,4;-21,0;47,9;-24,5;998,0;-16940,0;11830,0;2800,0;1,8;3,8;-100,0;3,98;0,01
'10/01/2022 12:11:26;-15,7;20;465,2;642,3;-21,1;39,3;-26,4;1079,2;4550,0;-5600,0;-2940,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:27;-15,7;20;465,0;642,3;-21,0;42,8;-30,5;1122,9;13650,0;2660,0;3710,0;1,8;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:28;-15,6;19;464,6;642,5;-20,9;56,2;-27,5;1098,9;1750,0;2170,0;9030,0;1,8;3,8;-100,0;3,97;0,01
'10/01/2022 12:11:29;-15,6;19;464,1;642,5;-20,9;52,5;-24,8;1052,9;-2030,0;-11550,0;7560,0;1,8;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:30;-15,6;19;463,5;642,6;-20,8;75,3;-19,3;1043,3;-16520,0;25270,0;1750,0;1,8;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:31;-15,5;19;463,1;642,6;-20,8;34,5;-21,9;969,9;38920,0;-21070,0;-4200,0;1,8;3,8;-100,0;3,97;0,01
'10/01/2022 12:11:31;-15,6;19;462,5;642,2;-21,2;28,1;-29,5;923,8;7000,0;-10850,0;8330,0;1,8;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:32;-15,7;19;462,4;642,1;-21,2;52,9;-27,7;900,8;-11270,0;34580,0;3920,0;2,1;4,0;-100,0;3,97;0,00
'10/01/2022 12:11:33;-15,8;19;462,1;642,1;-21,3;29,0;-26,7;947,1;22470,0;-8820,0;-9030,0;1,9;3,9;-100,0;3,97;0,00
'10/01/2022 12:11:34;-15,8;18;461,9;642,2;-21,2;35,5;-17,3;1025,5;-3850,0;-15890,0;-7210,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:35;-15,8;18;461,6;642,2;-21,2;57,6;-11,2;1014,4;-25970,0;10360,0;-2520,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:36;-15,8;18;461,3;642,3;-21,2;53,9;-11,0;955,2;11760,0;9450,0;-13090,0;2,0;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:37;-15,8;18;461,0;642,3;-21,1;44,4;-11,0;966,9;13370,0;-13090,0;-12530,0;2,0;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:38;-15,8;18;461,0;642,3;-21,1;44,4;-11,0;966,9;13370,0;-13090,0;-12530,0;2,0;4,0;-100,0;3,97;0,00
'10/01/2022 12:11:39;-15,8;18;460,7;642,3;-21,1;63,6;-12,8;1063,5;-2450,0;4830,0;-7700,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:40;-15,8;18;460,5;642,3;-21,1;63,2;-14,6;1070,9;8190,0;9870,0;-5180,0;1,9;4,0;-100,0;3,97;0,01
'10/01/2022 12:11:41;-15,7;18;460,1;642,3;-21,0;54,5;-10,2;1017,0;-8540,0;3430,0;-1050,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:42;-15,8;18;459,7;642,2;-21,2;42,1;-6,1;970,0;-11690,0;-7980,0;-4270,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:43;-15,8;18;459,4;642,2;-21,2;48,6;-4,8;929,0;4340,0;8750,0;-8820,0;1,9;3,9;-100,0;3,97;0,00
'10/01/2022 12:11:44;-15,9;18;459,1;642,2;-21,2;52,9;-7,3;967,8;4130,0;8610,0;-6790,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:45;-15,9;17;458,9;642,1;-21,3;45,3;-13,5;995,6;3080,0;-6440,0;-3850,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:46;-15,9;17;458,6;642,1;-21,3;45,8;-22,2;995,6;-2170,0;-10710,0;910,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:47;-15,9;17;458,4;641,7;-21,6;55,5;-29,5;1020,0;-12460,0;1820,0;7350,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:47;-16,0;17;458,0;641,7;-21,8;50,0;-29,7;953,7;-10850,0;-2170,0;6090,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:48;-16,1;17;457,7;641,9;-21,6;62,0;-26,5;932,1;6930,0;14000,0;-350,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:49;-16,0;17;457,5;642,0;-21,5;56,2;-23,7;1013,5;-4830,0;-8120,0;-2870,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:50;-16,1;17;457,3;642,0;-21,5;59,4;-22,0;1051,1;12320,0;2590,0;-5670,0;1,9;3,9;-100,0;3,97;0,01
'10/01/2022 12:11:51;-16,1;17;457,0;641,9;-21,6;48,9;-21,9;1034,4;-3990,0;-4760,0;630,0;1,9;3,8;-100,0;3,97;0,01
'10/01/2022 12:11:52;-16,2;17;456,7;641,6;-21,8;43,6;-26,0;977,4;-8610,0;4760,0;9240,0;1,9;3,8;-100,0;3,97;0,00
'10/01/2022 12:11:53;-16,2;16;456,4;641,3;-22,1;41,4;-32,3;913,9;2380,0;560,0;5600,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:11:54;-16,3;16;456,1;641,3;-22,2;47,1;-35,1;939,0;7140,0;-1890,0;1750,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:11:55;-16,4;16;455,9;641,4;-22,2;54,3;-34,0;1022,5;-8050,0;-840,0;3710,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:11:56;-16,4;16;455,5;641,6;-22,0;53,4;-30,5;1040,5;5600,0;-70,0;1750,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:11:57;-16,4;16;455,3;641,7;-21,9;56,2;-25,3;998,8;3150,0;7700,0;2240,0;1,8;3,8;-100,0;3,96;0,01
'10/01/2022 12:11:58;-16,4;16;454,9;641,7;-21,9;47,0;-18,2;942,1;-5180,0;-4690,0;420,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:11:59;-16,4;16;454,7;641,6;-21,9;37,0;-12,7;931,9;-2800,0;-5950,0;-4970,0;1,8;3,8;-100,0;3,96;0,01
'10/01/2022 12:12:00;-16,5;16;454,5;641,6;-21,9;47,9;-15,4;1009,0;910,0;7980,0;-2870,0;1,8;3,8;-100,0;3,96;0,01
'10/01/2022 12:12:01;-16,5;16;454,3;641,7;-21,9;40,7;-18,0;1070,0;-8330,0;-5740,0;-1400,0;1,6;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:02;-16,6;16;454,0;641,6;-22,0;31,7;-17,7;1011,7;5180,0;-1680,0;-140,0;1,6;3,6;-100,0;3,96;0,01
'10/01/2022 12:12:03;-16,4;16;453,7;641,8;-21,8;39,8;-14,3;999,5;-13370,0;12390,0;3640,0;1,6;3,6;-100,0;3,96;0,00
'10/01/2022 12:12:03;-16,5;15;453,4;641,6;-22,0;32,3;-14,5;1042,0;20370,0;3570,0;-1890,0;1,6;3,6;-100,0;3,96;0,01
'10/01/2022 12:12:04;-16,5;15;453,1;641,5;-22,0;34,9;-18,2;941,5;-210,0;1400,0;-3150,0;1,6;3,6;-100,0;3,96;0,01
'10/01/2022 12:12:05;-16,5;15;452,9;641,1;-22,3;32,8;-30,4;1005,5;-210,0;-7560,0;2520,0;1,6;3,6;-100,0;3,96;0,01
'10/01/2022 12:12:06;-16,6;15;452,6;640,9;-22,5;36,5;-32,8;1019,9;-14560,0;-5530,0;3780,0;1,6;3,6;-100,0;3,96;0,01
'10/01/2022 12:12:07;-16,6;15;452,3;641,3;-22,3;48,7;-27,2;978,2;-4200,0;13020,0;2380,0;1,6;3,6;-100,0;3,96;0,01
'10/01/2022 12:12:08;-16,7;15;452,0;641,3;-22,2;50,3;-24,2;1038,8;5950,0;3500,0;-1750,0;1,7;3,7;-100,0;3,94;0,01
'10/01/2022 12:12:09;-16,7;15;451,8;641,3;-22,2;33,2;-20,0;1006,8;5740,0;-7630,0;-770,0;1,7;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:10;-16,7;15;451,6;641,4;-22,2;35,0;-15,6;950,9;-20020,0;-1680,0;1190,0;1,7;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:11;-16,8;15;451,3;641,3;-22,3;28,2;-15,9;1056,5;910,0;-5530,0;-2940,0;1,7;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:12;-16,9;15;451,1;641,3;-22,3;50,3;-19,9;1099,6;560,0;23940,0;630,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:12:13;-16,8;15;450,8;641,4;-22,2;37,3;-24,7;1091,4;-3220,0;-7490,0;4340,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:12:14;-16,8;15;450,3;641,2;-22,4;42,3;-31,9;1076,5;-1960,0;-1190,0;13300,0;1,9;3,8;-100,0;3,96;0,01
'10/01/2022 12:12:15;-16,9;14;450,0;641,0;-22,6;25,7;-30,0;964,3;-28140,0;-17710,0;11760,0;1,8;3,8;-100,0;3,96;0,01
'10/01/2022 12:12:16;-16,9;14;449,5;641,2;-22,5;49,6;-29,1;898,5;37030,0;21070,0;-2100,0;1,8;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:17;-17,0;14;449,4;640,8;-22,9;34,8;-36,4;959,7;-2800,0;-18620,0;1610,0;1,8;3,8;-100,0;3,96;0,01
'10/01/2022 12:12:18;-16,9;14;449,2;641,0;-22,7;44,3;-38,7;1064,4;-11340,0;-9030,0;840,0;1,8;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:18;-16,9;14;448,9;641,1;-22,6;56,7;-35,7;1109,0;5950,0;4830,0;5460,0;1,8;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:19;-17,1;14;448,5;641,2;-22,6;27,2;-38,9;1086,1;1540,0;-24220,0;10570,0;1,8;3,7;-100,0;3,96;0,01
'10/01/2022 12:12:20;-17,1;14;447,5;641,1;-22,6;50,5;-26,4;1021,4;-1120,0;31990,0;3150,0;1,8;5,2;-100,0;3,96;0,01
'10/01/2022 12:12:21;-17,0;14;447,6;641,0;-22,7;27,6;-18,7;961,0;12390,0;-11550,0;-8050,0;2,2;5,4;-100,0;3,95;0,01
'10/01/2022 12:12:22;-17,0;14;447,3;641,1;-22,6;37,7;-13,5;920,4;-12810,0;-5530,0;-2100,0;2,3;5,4;-100,0;3,94;0,01
'10/01/2022 12:12:23;-17,0;14;447,1;641,2;-22,5;53,7;-17,1;981,9;-6160,0;3290,0;-2170,0;2,2;5,4;-100,0;3,95;0,00
'10/01/2022 12:12:24;-17,1;14;446,8;641,0;-22,7;50,7;-27,8;1040,7;10780,0;1540,0;-560,0;2,2;5,4;-100,0;3,95;0,01
'10/01/2022 12:12:25;-17,1;14;446,5;640,8;-22,8;59,1;-25,4;995,9;-12250,0;11830,0;4760,0;2,2;5,3;-100,0;3,95;0,01
'10/01/2022 12:12:26;-17,3;14;446,2;640,7;-23,0;58,6;-28,4;1008,3;980,0;-8680,0;490,0;2,2;5,3;-100,0;3,95;0,01
'10/01/2022 12:12:27;-17,3;14;446,2;640,7;-23,0;58,6;-28,4;1008,3;980,0;-8680,0;490,0;2,2;5,3;-100,0;3,95;0,01
'10/01/2022 12:12:28;-17,4;14;445,9;640,5;-23,2;46,6;-29,5;960,5;-6790,0;-9100,0;-1470,0;2,2;5,3;-100,0;3,95;0,00
'10/01/2022 12:12:29;-17,4;14;445,6;640,3;-23,4;52,8;-33,4;1003,0;-420,0;3640,0;-840,0;2,2;5,2;-100,0;3,95;0,01
'10/01/2022 12:12:30;-17,5;13;445,5;640,0;-23,6;55,4;-34,1;970,0;-1960,0;6300,0;-1190,0;2,1;5,2;-100,0;3,95;0,01
'10/01/2022 12:12:31;-17,6;13;445,1;639,9;-23,7;28,5;-32,8;952,6;-9030,0;-19180,0;-2310,0;2,2;5,3;-100,0;3,95;0,01
'10/01/2022 12:12:32;-17,7;13;444,9;640,1;-23,6;47,8;-29,6;1048,2;-1260,0;8050,0;-6580,0;2,1;5,2;-100,0;3,95;0,01
'10/01/2022 12:12:33;-17,7;13;444,6;640,1;-23,6;69,4;-31,8;1035,1;17780,0;25970,0;-9380,0;2,1;5,2;-100,0;3,95;0,01
'10/01/2022 12:12:34;-17,9;13;444,4;639,7;-24,0;35,8;-33,1;965,8;210,0;-19250,0;-2450,0;2,1;5,2;-100,0;3,95;0,01
'10/01/2022 12:12:34;-17,9;13;444,1;639,6;-24,1;41,0;-33,0;996,3;-8820,0;-2030,0;1960,0;2,1;5,2;-100,0;3,95;0,00
'10/01/2022 12:12:35;-18,1;13;443,9;639,7;-24,1;69,5;-30,9;1017,5;-7350,0;21700,0;2870,0;2,1;5,1;-100,0;3,95;0,01
'10/01/2022 12:12:36;-18,1;13;443,6;639,8;-24,0;59,8;-34,1;1095,9;12250,0;-4060,0;-1260,0;2,1;5,1;-100,0;3,95;0,01
'10/01/2022 12:12:37;-18,2;13;443,3;639,7;-24,2;50,1;-38,0;1113,4;6230,0;420,0;18060,0;2,0;5,1;-100,0;3,95;0,01
